"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
38,"entrepreneur","married","basic.9y","no","yes","no","cellular","nov","mon",555,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
53,"blue-collar","married","high.school","","no","yes","telephone","may","thu",109,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
36,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",25,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
41,"technician","married","professional.course","no","yes","no","cellular","jul","thu",410,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
57,"retired","married","high.school","","yes","no","telephone","may","thu",278,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
61,"management","married","university.degree","no","yes","no","cellular","aug","fri",209,2,4,2,"success",-2.9,92.201,-31.4,0.869,5076.2,"yes"
54,"retired","married","basic.9y","no","no","yes","telephone","may","mon",596,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"unemployed","married","professional.course","no","no","no","cellular","sep","fri",323,3,6,1,"success",-3.4,92.379,-29.8,0.762,5017.5,"yes"
34,"technician","married","professional.course","no","yes","no","cellular","jul","wed",99,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"management","married","basic.6y","","no","yes","telephone","jun","fri",73,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
43,"admin.","single","high.school","no","yes","no","cellular","apr","fri",192,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"technician","married","university.degree","no","yes","no","cellular","jul","thu",357,7,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
45,"technician","married","high.school","no","yes","no","cellular","aug","tue",42,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
31,"","single","high.school","no","no","no","cellular","may","mon",392,1,999,0,"nonexistent",-1.8,93.876,-40,0.701,5008.7,"yes"
46,"technician","divorced","university.degree","no","no","no","cellular","jul","fri",147,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"management","married","professional.course","no","yes","no","cellular","nov","mon",142,3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
40,"services","single","high.school","no","no","no","telephone","jun","tue",420,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
35,"management","married","university.degree","no","yes","no","cellular","nov","tue",209,1,999,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes"
80,"management","divorced","professional.course","","yes","no","cellular","mar","tue",158,2,999,0,"nonexistent",-1.8,92.843,-50,1.51,5099.1,"yes"
35,"entrepreneur","married","university.degree","no","no","no","telephone","jun","tue",52,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
42,"management","married","university.degree","no","no","no","telephone","jun","wed",50,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
27,"blue-collar","married","basic.4y","","no","no","telephone","may","thu",340,7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
23,"services","single","high.school","no","no","no","cellular","jul","mon",316,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
48,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",200,1,6,2,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes"
31,"entrepreneur","divorced","basic.4y","no","no","no","cellular","nov","tue",152,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
42,"admin.","married","basic.9y","no","yes","yes","telephone","may","tue",267,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
40,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","mon",128,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
25,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",218,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
59,"entrepreneur","married","university.degree","","no","no","telephone","jun","fri",19,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
31,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",42,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
58,"entrepreneur","married","university.degree","no","no","yes","cellular","jul","wed",137,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
24,"student","single","high.school","no","no","no","cellular","jun","wed",112,2,14,2,"success",-1.7,94.055,-39.8,0.739,4991.6,"no"
27,"technician","married","basic.9y","no","no","yes","telephone","may","tue",245,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"technician","single","professional.course","no","no","no","cellular","aug","wed",313,2,999,1,"failure",-2.9,92.201,-31.4,0.879,5076.2,"yes"
58,"retired","married","basic.4y","no","no","no","cellular","jul","tue",283,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
26,"admin.","married","university.degree","no","yes","yes","telephone","may","fri",13,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
37,"management","married","university.degree","no","no","no","cellular","may","fri",262,2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
25,"admin.","single","high.school","no","no","yes","cellular","jul","tue",234,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
38,"management","single","university.degree","no","no","no","telephone","jul","wed",284,8,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
43,"entrepreneur","married","professional.course","no","no","no","cellular","nov","tue",63,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"entrepreneur","divorced","university.degree","no","no","no","cellular","jul","fri",222,7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
36,"technician","married","professional.course","no","no","no","telephone","jun","wed",183,9,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
47,"technician","married","professional.course","no","yes","no","telephone","may","thu",111,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
30,"admin.","single","university.degree","no","no","yes","cellular","jul","mon",207,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.048,5076.2,"no"
44,"blue-collar","married","basic.4y","","no","no","telephone","jun","mon",299,5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
46,"blue-collar","married","basic.9y","no","no","yes","telephone","may","tue",394,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
56,"admin.","married","university.degree","no","","","cellular","jul","fri",41,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
44,"services","divorced","high.school","no","no","no","cellular","apr","tue",562,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
31,"services","single","high.school","no","yes","no","cellular","nov","thu",1059,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
53,"blue-collar","married","basic.4y","","yes","yes","telephone","jul","fri",131,7,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
50,"blue-collar","married","","","yes","no","telephone","jul","mon",124,12,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
44,"entrepreneur","divorced","university.degree","no","no","no","cellular","apr","thu",404,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
22,"technician","single","","no","no","no","cellular","may","tue",192,1,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"yes"
56,"self-employed","married","basic.9y","no","","","cellular","aug","thu",141,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"blue-collar","married","basic.6y","","yes","no","telephone","may","tue",167,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
40,"technician","married","high.school","no","no","no","cellular","nov","wed",231,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
55,"unemployed","married","basic.9y","no","no","yes","cellular","may","mon",296,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes"
29,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","thu",419,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
29,"technician","single","university.degree","no","no","yes","telephone","jul","wed",1118,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
53,"management","married","basic.9y","","no","yes","cellular","jul","fri",333,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
29,"blue-collar","single","basic.9y","","yes","no","cellular","jul","tue",89,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
40,"admin.","married","university.degree","no","no","no","telephone","may","wed",73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
36,"technician","married","basic.6y","no","yes","no","telephone","may","mon",82,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
27,"student","single","university.degree","no","yes","no","telephone","may","wed",274,6,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
52,"services","divorced","high.school","","yes","no","cellular","nov","mon",734,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
29,"unemployed","single","university.degree","no","yes","no","cellular","jul","tue",611,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.044,5076.2,"no"
27,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","tue",72,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
41,"technician","married","professional.course","no","no","yes","telephone","may","fri",22,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"admin.","single","high.school","","yes","no","cellular","jul","tue",153,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"services","married","high.school","no","no","no","telephone","may","mon",962,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
88,"retired","divorced","basic.4y","no","no","no","cellular","oct","wed",512,2,6,1,"success",-3.4,92.431,-26.9,0.735,5017.5,"yes"
43,"management","married","basic.9y","no","yes","no","cellular","aug","fri",180,1,6,2,"failure",-2.9,92.201,-31.4,0.869,5076.2,"no"
24,"management","single","university.degree","no","no","no","cellular","may","mon",64,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
52,"blue-collar","married","basic.9y","no","no","yes","cellular","aug","fri",112,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"admin.","married","high.school","","no","no","telephone","jun","fri",23,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
49,"blue-collar","married","high.school","","yes","no","cellular","nov","mon",80,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
39,"blue-collar","married","basic.9y","","yes","no","cellular","may","mon",400,2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
47,"technician","married","high.school","","yes","no","cellular","nov","fri",183,3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
32,"self-employed","single","high.school","no","no","no","telephone","jun","thu",11,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"technician","single","basic.9y","no","yes","no","telephone","may","thu",13,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
34,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",103,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
31,"admin.","married","high.school","no","no","no","telephone","jul","tue",99,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
36,"unemployed","married","basic.9y","no","no","no","telephone","may","fri",363,8,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
39,"admin.","married","high.school","no","no","no","cellular","jul","wed",184,6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
45,"admin.","divorced","university.degree","no","yes","no","cellular","aug","thu",150,3,999,1,"failure",-2.9,92.201,-31.4,0.873,5076.2,"no"
58,"management","married","basic.4y","no","yes","no","cellular","jun","wed",86,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
31,"housemaid","married","basic.4y","","no","no","telephone","jun","wed",327,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
50,"technician","married","high.school","no","no","no","cellular","nov","mon",93,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
37,"admin.","married","high.school","no","yes","no","telephone","nov","mon",459,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.722,5017.5,"no"
78,"retired","divorced","basic.6y","no","no","no","cellular","oct","fri",212,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,"yes"
31,"self-employed","married","university.degree","no","yes","no","cellular","jun","fri",207,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
50,"management","married","university.degree","no","no","no","cellular","jul","thu",144,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
56,"housemaid","divorced","basic.4y","","no","no","telephone","may","tue",115,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
21,"student","single","high.school","no","yes","no","cellular","aug","tue",326,2,999,1,"failure",-1.7,94.027,-38.3,0.899,4991.6,"no"
51,"blue-collar","married","basic.6y","","","","telephone","may","mon",167,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"blue-collar","married","basic.9y","no","no","no","cellular","jul","wed",129,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
58,"entrepreneur","married","university.degree","no","no","no","cellular","jul","wed",101,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
28,"admin.","single","university.degree","no","no","no","telephone","may","tue",75,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"admin.","single","university.degree","no","no","no","cellular","mar","mon",427,1,6,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
20,"student","single","","no","no","no","cellular","may","tue",530,2,3,5,"success",-1.8,93.876,-40,0.697,5008.7,"yes"
34,"admin.","divorced","university.degree","no","no","no","cellular","nov","tue",150,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
57,"management","married","university.degree","no","yes","no","cellular","aug","thu",203,17,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
46,"management","married","basic.9y","no","yes","no","telephone","may","tue",153,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
51,"technician","married","","no","no","no","cellular","nov","mon",324,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
54,"blue-collar","married","high.school","no","no","yes","cellular","jul","thu",313,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",750,7,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
23,"student","single","professional.course","no","no","no","cellular","sep","wed",213,2,15,1,"success",-1.1,94.199,-37.5,0.876,4963.6,"yes"
32,"blue-collar","divorced","professional.course","no","yes","no","cellular","jul","fri",122,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
47,"technician","divorced","high.school","no","yes","no","cellular","aug","wed",125,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
42,"admin.","divorced","high.school","no","yes","no","cellular","nov","mon",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
40,"admin.","married","high.school","no","no","no","telephone","jun","fri",374,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
55,"unemployed","married","professional.course","","yes","yes","telephone","may","mon",145,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
74,"retired","married","high.school","no","no","no","cellular","aug","thu",135,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
48,"admin.","married","university.degree","no","no","no","telephone","oct","wed",98,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.936,5195.8,"yes"
50,"admin.","married","high.school","no","no","no","cellular","nov","tue",87,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",154,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
35,"technician","married","professional.course","no","yes","no","cellular","sep","thu",447,1,999,2,"failure",-1.1,94.199,-37.5,0.878,4963.6,"no"
35,"blue-collar","married","basic.6y","no","no","no","cellular","apr","fri",672,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"management","divorced","university.degree","no","no","no","telephone","may","thu",279,9,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
29,"admin.","single","university.degree","","yes","no","cellular","may","fri",104,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
38,"technician","single","professional.course","no","no","no","telephone","may","fri",214,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
18,"student","single","high.school","no","no","no","cellular","nov","fri",256,2,7,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,"yes"
36,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",106,27,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
81,"","divorced","","","yes","no","cellular","nov","mon",161,1,999,1,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes"
37,"admin.","married","high.school","no","no","no","cellular","nov","mon",235,4,999,0,"nonexistent",-3.4,92.649,-30.1,0.722,5017.5,"no"
30,"technician","married","professional.course","no","no","no","telephone","jun","fri",269,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
36,"management","married","university.degree","no","yes","no","telephone","nov","tue",155,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"services","married","high.school","no","no","no","cellular","nov","thu",283,5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
80,"retired","married","illiterate","","yes","yes","cellular","aug","tue",125,1,6,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"yes"
36,"blue-collar","married","high.school","no","yes","no","cellular","nov","thu",379,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
24,"technician","single","professional.course","no","yes","no","telephone","mar","thu",165,3,999,0,"nonexistent",-1.8,93.369,-34.8,0.643,5008.7,"no"
57,"retired","married","university.degree","no","yes","no","cellular","jul","mon",322,11,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
55,"management","married","university.degree","no","no","no","cellular","apr","fri",519,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"admin.","single","university.degree","no","yes","no","cellular","jun","mon",570,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.215,5076.2,"no"
50,"admin.","single","university.degree","no","no","no","telephone","jun","wed",178,6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
37,"management","married","university.degree","no","no","no","cellular","nov","thu",89,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
28,"admin.","married","university.degree","no","no","no","cellular","apr","thu",115,2,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,"no"
48,"technician","married","basic.4y","","no","no","telephone","may","tue",118,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
25,"blue-collar","single","basic.4y","no","yes","no","telephone","may","wed",1681,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes"
41,"management","married","basic.6y","no","yes","no","telephone","may","wed",648,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
37,"services","married","high.school","no","yes","yes","telephone","jun","fri",98,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
35,"admin.","married","high.school","","no","no","cellular","jul","fri",451,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
37,"admin.","married","high.school","no","yes","no","cellular","apr","fri",439,2,999,1,"failure",-1.8,93.075,-47.1,1.479,5099.1,"no"
29,"services","single","high.school","no","yes","no","cellular","may","fri",122,1,999,2,"failure",-1.8,93.876,-40,0.695,5008.7,"no"
22,"services","single","professional.course","no","yes","no","cellular","sep","thu",84,1,999,2,"failure",-1.1,94.199,-37.5,0.878,4963.6,"no"
52,"blue-collar","married","basic.4y","no","no","no","cellular","aug","mon",209,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
23,"admin.","single","university.degree","no","no","no","telephone","may","tue",266,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"housemaid","married","university.degree","no","no","no","cellular","jul","wed",988,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
48,"housemaid","married","professional.course","no","no","no","cellular","jul","wed",388,3,6,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"yes"
36,"blue-collar","married","basic.4y","","yes","yes","cellular","may","thu",350,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
39,"blue-collar","single","basic.4y","no","yes","no","cellular","may","tue",243,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
49,"management","married","university.degree","no","no","yes","cellular","apr","thu",296,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
39,"admin.","married","high.school","","no","yes","cellular","jul","thu",134,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
33,"blue-collar","married","basic.9y","","no","yes","cellular","may","tue",54,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
31,"services","divorced","high.school","no","no","no","cellular","apr","mon",150,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"admin.","single","university.degree","no","no","no","cellular","may","wed",149,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
57,"blue-collar","married","","","yes","no","telephone","may","thu",106,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
44,"admin.","married","university.degree","no","no","no","telephone","jun","thu",136,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
34,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",340,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
34,"blue-collar","married","basic.9y","no","yes","yes","cellular","jul","mon",465,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
53,"management","married","high.school","no","no","no","cellular","nov","thu",184,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
38,"housemaid","divorced","high.school","","yes","no","telephone","may","mon",204,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"services","married","high.school","no","no","no","telephone","jun","fri",392,4,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
42,"technician","married","university.degree","","no","no","telephone","may","wed",389,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
24,"technician","single","basic.6y","no","yes","no","cellular","jul","thu",378,7,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
33,"admin.","single","university.degree","no","no","no","cellular","may","mon",657,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes"
38,"blue-collar","single","university.degree","","no","no","telephone","may","tue",456,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
30,"services","married","high.school","no","yes","no","telephone","may","tue",129,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"technician","married","professional.course","no","no","no","cellular","may","fri",124,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
32,"admin.","single","university.degree","no","","","cellular","mar","mon",136,3,999,0,"nonexistent",-1.8,92.843,-50,1.52,5099.1,"no"
36,"retired","married","high.school","no","no","no","telephone","may","fri",192,20,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
46,"self-employed","married","basic.9y","","yes","yes","telephone","may","mon",88,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
58,"management","divorced","university.degree","no","no","no","telephone","may","thu",415,7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
50,"entrepreneur","married","university.degree","no","no","no","telephone","jun","tue",424,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
50,"technician","married","university.degree","no","yes","no","cellular","nov","wed",236,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
35,"blue-collar","married","basic.9y","","yes","no","cellular","jul","fri",333,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"unemployed","married","university.degree","no","yes","no","cellular","aug","fri",420,4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
36,"services","married","high.school","","yes","no","telephone","may","fri",47,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
35,"self-employed","married","basic.9y","no","yes","no","cellular","aug","fri",57,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
30,"student","single","","no","no","no","cellular","dec","mon",69,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"no"
46,"blue-collar","married","professional.course","no","no","no","cellular","aug","thu",99,5,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
46,"services","divorced","high.school","no","no","no","telephone","may","fri",56,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
37,"technician","married","university.degree","no","no","no","telephone","jun","thu",82,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
34,"technician","married","basic.9y","no","no","no","cellular","nov","tue",106,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
49,"self-employed","married","high.school","no","no","no","cellular","may","fri",532,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
34,"technician","married","professional.course","no","yes","yes","cellular","sep","wed",121,3,999,0,"nonexistent",-3.4,92.379,-29.8,0.813,5017.5,"yes"
54,"technician","married","high.school","no","yes","no","cellular","apr","mon",178,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"services","married","university.degree","no","no","no","cellular","apr","thu",237,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
24,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",192,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
38,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",101,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"technician","single","professional.course","no","yes","no","cellular","may","wed",367,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
39,"technician","single","high.school","no","no","no","cellular","aug","mon",177,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
40,"services","married","high.school","no","yes","no","telephone","jun","wed",85,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
37,"blue-collar","married","basic.6y","no","yes","no","telephone","may","tue",130,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"technician","single","university.degree","no","yes","no","cellular","nov","thu",354,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
59,"technician","married","","","","","telephone","jun","thu",247,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
31,"services","married","high.school","no","no","no","telephone","may","mon",102,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
